officename,pincode,officetype,deliverystatus,divisionname,regionname,circlename,taluk,districtname,statename,telephone,relatedsuboffice,relatedheadoffice,discom
Pipali Nayak B.O,244925,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,,Tanda Badli S.O,Rampur H.O,PVVNL
Pipalia Gopal B.O,244921,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur (Rampur) S.O,Rampur H.O,PVVNL
Pipalidaud B.O,244241,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,,Hasanpur S.O (Jyotiba Phule Nagar),Amroha H.O,PVVNL
Pipalsana B.O,244402,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Pipalsana R.S. S.O,Moradabad H.O,PVVNL
Pipalsana R.S. S.O,244402,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-2247221,,Moradabad H.O,PVVNL
Piplikalan B.O,244236,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Rajab Pur S.O,Amroha H.O,PVVNL
Punjab Nagar B.O,244901,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,,,Rampur H.O,PVVNL
Purana Ganj S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2324150,,Rampur H.O,PVVNL
Puswara B.O,244924,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,,Suar S.O,Rampur H.O,PVVNL
Qasimpur B.O,244301,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Sirsi S.O (Moradabad),Moradabad H.O,PVVNL
Qazi Sarai Urf Kankar Sarai B.O,244221,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,,Amroha H.O,PVVNL
Qazipura B.O,244504,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Aghwanpur S.O,Moradabad H.O,PVVNL
R N . Area S.O,244001,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-483264,,Moradabad H.O,PVVNL
R.N. Sahaspur B.O,244415,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Raja Ka Sahaspur S.O,Moradabad H.O,PVVNL
R.P. Niyaoli B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
R.T.S. Moradabad S.O,244001,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-2435396,,Moradabad H.O,PVVNL
Raghowala B.O,244601,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Thakurdwara S.O,Moradabad H.O,PVVNL
Raholi B.O,244412,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Chandausi S.O,Moradabad H.O,PVVNL
Railway Colony Chandausi S.O,244412,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Raipur Kalan B.O,244410,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bahjoi S.O,Moradabad H.O,PVVNL
Raja Ka Sahaspur S.O,244415,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,05921-270723,,Moradabad H.O,PVVNL
Rajab Pur S.O,244236,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,05924-245203,,Amroha H.O,PVVNL
Rajpur Kalan B.O,244410,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bahjoi S.O,Moradabad H.O,PVVNL
Rajpur Kalan B.O,244602,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Surjan Nagar S.O,Moradabad H.O,PVVNL
Rajpur Kesaria B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Ramnagar Latifpur B.O,244925,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,,Tanda Badli S.O,Rampur H.O,PVVNL
Rampur Buzurg B.O,244923,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur Chini Mill S.O,Rampur H.O,PVVNL
Rampur Chowk S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2324919,,Rampur H.O,PVVNL
Rampur City S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2324256,,Rampur H.O,PVVNL
Rampur Distilliry S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2350311,,Rampur H.O,PVVNL
Rampur H.O,244901,H.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2327133,,,PVVNL
Rampur Secretariate S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2351289,,Rampur H.O,PVVNL
Rampur Urf Yarpur B.O,244304,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Asmoli S.O,Amroha H.O,PVVNL
Rampura B.O,244410,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bahjoi S.O,Moradabad H.O,PVVNL
Rasdandia B.O,244921,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur (Rampur) S.O,Rampur H.O,PVVNL
Ratanpura B.O,244921,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur (Rampur) S.O,Rampur H.O,PVVNL
Ratanpura Kalan B.O,244102,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Pakbara S.O,Amroha H.O,PVVNL
Rathonda B.O,244701,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Milak,rampur,UTTAR PRADESH,,Milak S.O,Rampur H.O,PVVNL
Ratupura B.O,244102,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Pakbara S.O,Amroha H.O,PVVNL
Ratupura B.O,244601,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Thakurdwara S.O,Moradabad H.O,PVVNL
Rawana B.O,244922,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Shahabad,rampur,UTTAR PRADESH,,Shahabad S.O (Rampur),Rampur H.O,PVVNL
Rawari Kalan B.O,244901,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,,,Rampur H.O,PVVNL
Rehmatganj B.O,244924,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,,Suar S.O,Rampur H.O,PVVNL
Rehra S.O,244255,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,05924-243239,,Amroha H.O,PVVNL
Rehta Mafi B.O,244401,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Dilari S.O,Moradabad H.O,PVVNL
Rehtaul B.O,244301,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sirsi S.O (Moradabad),Moradabad H.O,PVVNL
Ronda B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Roshan Bag Road B.O,244901,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,,,Rampur H.O,PVVNL
Rudayan B.O,244303,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sarai Tarin S.O,Moradabad H.O,PVVNL
Ruknuddin Sarai B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
S.P.F. Mrd S.O,244001,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-2410340,,Moradabad H.O,PVVNL
S.R. Dhanaura B.O,244231,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Dhanaura S.O,Amroha H.O,PVVNL
Sadatwari B.O,244410,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bahjoi S.O,Moradabad H.O,PVVNL
Sagarpur B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Saghan Machharya B.O,244222,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Joya S.O,Amroha H.O,PVVNL
Sahaspuri B.O,244401,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakaurdwara,moradabad,UTTAR PRADESH,,Dilari S.O,Moradabad H.O,PVVNL
Said Nagar S.O,244927,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,0595-2525212,,Rampur H.O,PVVNL
Said Nagli B.O,244242,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,,Ujhari S.O,Amroha H.O,PVVNL
Saidpur Gangu B.O,244304,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Asmoli S.O,Amroha H.O,PVVNL
Saifni B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Salarpur B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
Salempurgosai B.O,244235,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Gajraula S.O,Amroha H.O,PVVNL
Sambhal S.O,244302,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,05923-233204,,Moradabad H.O,PVVNL
Samodia B.O,244924,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,,Suar S.O,Rampur H.O,PVVNL
Sanai B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Sarai Jawalapuri B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Sarai Khajoor B.O,244504,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Aghwanpur S.O,Moradabad H.O,PVVNL
Sarai Tarin S.O,244303,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,05923-272376,,Moradabad H.O,PVVNL
Sardar Nagar B.O,244104,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Mundha S.O,Moradabad H.O,PVVNL
Sarkara Bishnoi B.O,244401,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Dilari S.O,Moradabad H.O,PVVNL
Sarkara Kamal B.O,244222,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Joya S.O,Amroha H.O,PVVNL
Sarkara Khas B.O,244104,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Mundha S.O,Moradabad H.O,PVVNL
Sarkari  Ajij B.O,244222,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Joya S.O,Amroha H.O,PVVNL
Sarthal B.O,244414,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Narauly S.O,Moradabad H.O,PVVNL
Satupura B.O,244304,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Asmoli S.O,Amroha H.O,PVVNL
Senjana B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
Shahabad S.O (Rampur),244922,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Shahabad,rampur,UTTAR PRADESH,05960-264222,,Rampur H.O,PVVNL
Shahbaj Pur Kalan B.O,244102,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Pakbara S.O,Amroha H.O,PVVNL
Sharif Nagar B.O,244602,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Surjan Nagar S.O,Moradabad H.O,PVVNL
Sheoraj  Pur B.O,244410,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Bahjoi S.O,Moradabad H.O,PVVNL
Sherpur B.O,244303,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sarai Tarin S.O,Moradabad H.O,PVVNL
Sherpur B.O,244225,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Bachhraon S.O,Amroha H.O,PVVNL
Sherpur Patti B.O,244602,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Surjan Nagar S.O,Moradabad H.O,PVVNL
Sidhlau Nazarpur B.O,244402,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Pipalsana R.S. S.O,Moradabad H.O,PVVNL
Sihali Khadar B.O,244401,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Dilari S.O,Moradabad H.O,PVVNL
Sihali Mala B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Sihalijagir B.O,244241,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,,Hasanpur S.O (Jyotiba Phule Nagar),Amroha H.O,PVVNL
Silai Bara Gaon B.O,244701,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Milak ,rampur,UTTAR PRADESH,,Milak S.O,Rampur H.O,PVVNL
Simaria B.O,244921,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur (Rampur) S.O,Rampur H.O,PVVNL
Singhankhera B.O,244927,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,,Said Nagar S.O,Rampur H.O,PVVNL
Singhpur Sani B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
Siras Khera B.O,244104,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Mundha S.O,Moradabad H.O,PVVNL
Sirsi S.O (Moradabad),244301,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,05923-223221,,Moradabad H.O,PVVNL
Sitapuri B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Sohat B.O,244242,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,,Ujhari S.O,Amroha H.O,PVVNL
Sonakpur B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Sondhan Mohdpur B.O,244303,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sarai Tarin S.O,Moradabad H.O,PVVNL
Stationroad S.O,244001,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-2311958,,Moradabad H.O,PVVNL
Suar S.O,244924,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Suar,rampur,UTTAR PRADESH,0595-2515122,,Rampur H.O,PVVNL
Sultanpur Dost B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Surjan Nagar S.O,244602,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,05923-2244634,,Moradabad H.O,PVVNL
Swarg Farm B.O,244923,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilaspur,rampur,UTTAR PRADESH,,Bilaspur Chini Mill S.O,Rampur H.O,PVVNL
Syaundara B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Tanda Afzal B.O,244602,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,,Surjan Nagar S.O,Moradabad H.O,PVVNL
Tanda B.O,244922,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Shahabad,rampur,UTTAR PRADESH,,Shahabad S.O (Rampur),Rampur H.O,PVVNL
Tanda Badli S.O,244925,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-253532,,Rampur H.O,PVVNL
Tehsil Rampur S.O,244901,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,rampur,UTTAR PRADESH,0595-2324075,,Rampur H.O,PVVNL
Telipurmali B.O,244221,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,,jyotiba phule nagar,UTTAR PRADESH,,,Amroha H.O,PVVNL
Tewar Khas B.O,244413,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Kundarki S.O,Moradabad H.O,PVVNL
Thakurdwara S.O,244601,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Thakurdwara,moradabad,UTTAR PRADESH,0591-241221,,Moradabad H.O,PVVNL
Thaonla B.O,244411,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Bilari,moradabad,UTTAR PRADESH,,Bilari S.O,Moradabad H.O,PVVNL
Tharesa Jai Singh B.O,244414,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Chandausi,moradabad,UTTAR PRADESH,,Narauly S.O,Moradabad H.O,PVVNL
Thati B.O,244302,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sambhal S.O,Moradabad H.O,PVVNL
Tigree B.O,244235,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Gajraula S.O,Amroha H.O,PVVNL
Tohfapur Bhawanipur B.O,244222,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Joya S.O,Amroha H.O,PVVNL
Tomra B.O,244225,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Bachhraon S.O,Amroha H.O,PVVNL
Town Hall S.O (Moradabad),244001,S.O,Non-Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,0591-2325854,,Moradabad H.O,PVVNL
Tumaria Kalan B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Udmawala B.O,244925,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Tanda Badli S.O,Rampur H.O,PVVNL
Ujhari S.O,244242,S.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Hasanpur,jyotiba phule nagar,UTTAR PRADESH,05924-245129,,Amroha H.O,PVVNL
Umari Kalan B.O,244501,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Kanth,jyotiba phule nagar,UTTAR PRADESH,,Kanth S.O,Amroha H.O,PVVNL
Umari Sabzi Pur B.O,244102,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Pakbara S.O,Amroha H.O,PVVNL
Umedpur B.O,244301,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Sambhal,moradabad,UTTAR PRADESH,,Sirsi S.O (Moradabad),Moradabad H.O,PVVNL
Uncha Gaon B.O,244001,B.O directly a/w Head Office,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,,Moradabad H.O,PVVNL
Unchagaon B.O,244922,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Shahabad,rampur,UTTAR PRADESH,,Shahabad S.O (Rampur),Rampur H.O,PVVNL
Wasipur B.O,244231,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Dhanaura,jyotiba phule nagar,UTTAR PRADESH,,Dhanaura S.O,Amroha H.O,PVVNL
Yaqubpur B.O,244241,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,jyotiba phule nagar,UTTAR PRADESH,,Hasanpur S.O (Jyotiba Phule Nagar),Amroha H.O,PVVNL
Yusufpur Naglia B.O,244102,B.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,moradabad,UTTAR PRADESH,,Pakbara S.O,Amroha H.O,PVVNL
Agarwal Paper Mill B.O,251001,B.O directly a/w Head Office,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,,Muzaffarnagar H.O,PVVNL
Ailum S.O,247771,S.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,0132-224236,,Muzaffarnagar H.O,PVVNL
Alipur Aterna B.O,251309,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Budhna,muzaffarnagar,UTTAR PRADESH,,Budhana S.O,Muzaffarnagar H.O,PVVNL
Alipur Kheri S.O,251301,S.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,01398-276722,,Muzaffarnagar H.O,PVVNL
Amir Nagar B.O,251306,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Baghra S.O (Muzaffarnagar),Muzaffarnagar H.O,PVVNL
Anandpuri S.O (Muzaffarnagar),251001,S.O,Non-Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,0131-2442804,,Muzaffarnagar H.O,PVVNL
Antwara B.O,251201,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Jansath,muzaffarnagar,UTTAR PRADESH,,Khatauli S.O,Muzaffarnagar H.O,PVVNL
Babri S.O,251305,S.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Kairana,muzaffarnagar,UTTAR PRADESH,01396-275021,,Muzaffarnagar H.O,PVVNL
Badhai Kalan B.O,251202,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Rohana Mills S.O,Muzaffarnagar H.O,PVVNL
Badhai Khurd B.O,251202,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Rohana Mills S.O,Muzaffarnagar H.O,PVVNL
Badheo B.O,247776,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Shamli,muzaffarnagar,UTTAR PRADESH,,Shamli S.O,Muzaffarnagar H.O,PVVNL
Badheri B.O,251307,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Barla S.O,Muzaffarnagar H.O,PVVNL
Badiwala B.O,251327,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Purkazi S.O,Muzaffarnagar H.O,PVVNL
Baghra S.O (Muzaffarnagar),251306,S.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,0131-2486620,,Muzaffarnagar H.O,PVVNL
Bagowali B.O,251001,B.O directly a/w Head Office,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,,Muzaffarnagar H.O,PVVNL
Bahadurpur B.O,251203,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Mansurpur S.O,Muzaffarnagar H.O,PVVNL
Bahawari B.O,247776,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Shamli,muzaffarnagar,UTTAR PRADESH,,Shamli S.O,Muzaffarnagar H.O,PVVNL
Baheri B.O,251202,B.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,UTTAR PRADESH,,Rohana Mills S.O,Muzaffarnagar H.O,PVVNL
